Temperature,CO2,Humidity,Noise,Pressure,AbsolutePressure,health_idx,timestamp
20.5,730,35,55,1035.7,1030.6,0,2024-09-03 06:02:18
20.5,686,35,56,1035.9,1030.8,0,2024-09-03 06:12:23
