Temperature,CO2,Humidity,Noise,Pressure,AbsolutePressure,health_idx,timestamp
20.8,686,34,54,1035.6,1030.5,0,2024-09-03 05:42:08
20.7,697,34,53,1035.7,1030.6,0,2024-09-03 05:52:12
