Temperature,CO2,Humidity,Noise,Pressure,AbsolutePressure,health_idx,timestamp
20,651,49,52,1023.9,1018.9,0,2024-08-22 03:42:16
20.2,682,49,53,1023.8,1018.8,0,2024-08-22 03:52:20
