Temperature,CO2,Humidity,Noise,Pressure,AbsolutePressure,health_idx,min_temp,max_temp,date_max_temp,date_min_temp,timestamp
20,537,41,61,1015.8,1010.8,0,2024-08-27 23:26:31
19.9,523,41,55,1015.4,1010.4,0,2024-08-27 23:36:38
