Temperature,CO2,Humidity,Noise,Pressure,AbsolutePressure,health_idx,timestamp
20.4,605,45,54,1021.7,1016.7,0,2024-08-26 06:04:35
20.3,678,45,51,1021.8,1016.8,0,2024-08-26 06:14:40
