Temperature,CO2,Humidity,Noise,Pressure,AbsolutePressure,health_idx,min_temp,max_temp,date_max_temp,date_min_temp,timestamp
19.9,783,41,54,1019.9,1014.9,0,2024-08-29 01:40:36
20.1,888,41,54,1019.8,1014.8,0,2024-08-29 01:50:41
