timestamp,motion_value,light,temp
2024-08-27 18:17:00,True,10552,19.23
2024-08-27 18:17:01,True,10552,19.23
2024-08-27 18:17:02,True,10552,19.23
2024-08-27 18:17:03,True,10552,19.23
2024-08-27 18:17:04,False,10552,19.23
2024-08-27 18:17:05,True,10552,19.23
2024-08-27 18:17:07,True,10552,19.23
2024-08-27 18:17:08,True,10552,19.23
2024-08-27 18:17:09,True,10552,19.23
2024-08-27 18:17:10,True,10552,19.23
2024-08-27 18:17:11,True,10552,19.23
2024-08-27 18:17:12,True,10552,19.23
2024-08-27 18:17:13,True,10552,19.23
2024-08-27 18:17:15,True,10552,19.23
2024-08-27 18:17:16,True,10552,19.23
2024-08-27 18:17:17,True,10552,19.23
2024-08-27 18:17:18,True,10552,19.23
2024-08-27 18:17:19,True,10552,19.23
2024-08-27 18:17:20,True,10552,19.23
2024-08-27 18:17:21,True,10552,19.23
2024-08-27 18:17:22,True,10552,19.23
2024-08-27 18:17:24,True,10552,19.23
2024-08-27 18:17:25,True,10552,19.23
2024-08-27 18:17:26,False,10552,19.23
2024-08-27 18:17:27,False,10552,19.23
