Temperature,CO2,Humidity,Noise,Pressure,AbsolutePressure,health_idx,min_temp,max_temp,date_max_temp,date_min_temp,timestamp
19.9,571,41,53,1015.3,1010.3,0,2024-08-27 23:56:48
