timestamp,motion_value,light,temp
2024-08-30 11:22:44,False,22270,20.22
2024-08-30 11:22:45,False,22270,20.22
2024-08-30 11:22:46,False,22270,20.22
2024-08-30 11:22:47,False,22270,20.22
2024-08-30 11:22:48,False,22270,20.22
2024-08-30 11:22:49,False,22270,20.22
2024-08-30 11:22:50,False,22270,20.22
2024-08-30 11:22:52,True,22270,20.22
2024-08-30 11:22:53,True,22270,20.22
2024-08-30 11:22:54,True,22270,20.22
2024-08-30 11:22:55,True,22270,20.22
2024-08-30 11:22:56,True,22270,20.22
2024-08-30 11:22:57,True,22270,20.22
2024-08-30 11:22:59,True,22270,20.22
2024-08-30 11:23:00,True,22270,20.22
2024-08-30 11:23:01,True,22270,20.22
2024-08-30 11:23:02,True,22270,20.22
2024-08-30 11:23:03,True,22270,20.22
2024-08-30 11:23:04,True,22270,20.22
2024-08-30 11:23:06,True,22270,20.22
2024-08-30 11:23:07,True,22270,20.22
