Temperature,CO2,Humidity,Noise,Pressure,AbsolutePressure,health_idx,min_temp,max_temp,date_max_temp,date_min_temp,timestamp
20.7,627,45,52,1024.8,1019.8,0,2024-08-27 02:15:17
