Temperature,CO2,Humidity,Noise,Pressure,AbsolutePressure,health_idx,min_temp,max_temp,date_max_temp,date_min_temp,timestamp
20.9,602,45,50,1024.3,1019.3,0,2024-08-27 02:35:28
