timestamp,motion_value,light,temp
2024-08-30 09:27:07,True,22264,19.37
2024-08-30 09:27:08,True,22264,19.37
2024-08-30 09:27:09,True,22264,19.37
2024-08-30 09:27:10,True,22264,19.37
2024-08-30 09:27:11,True,22264,19.37
2024-08-30 09:27:12,True,22264,19.37
2024-08-30 09:27:14,True,22264,19.37
2024-08-30 09:27:15,False,22264,19.37
2024-08-30 09:27:16,False,22264,19.37
2024-08-30 09:27:17,False,22264,19.37
2024-08-30 09:27:18,False,22264,19.52
2024-08-30 09:27:19,False,22264,19.52
2024-08-30 09:27:20,False,22264,19.52
2024-08-30 09:27:22,False,22264,19.52
2024-08-30 09:27:23,False,22264,19.52
2024-08-30 09:27:24,False,22264,19.52
2024-08-30 09:27:25,False,22264,19.52
2024-08-30 09:27:26,False,22264,19.52
2024-08-30 09:27:27,False,22264,19.52
2024-08-30 09:27:28,False,22264,19.52
2024-08-30 09:27:29,False,22264,19.52
2024-08-30 09:27:31,False,22264,19.52
2024-08-30 09:27:32,False,22264,19.52
2024-08-30 09:27:33,False,22264,19.52
2024-08-30 09:27:34,False,22264,19.52
2024-08-30 09:27:35,False,22264,19.52
2024-08-30 09:27:36,False,22264,19.52
2024-08-30 09:27:38,False,22264,19.52
2024-08-30 09:27:39,False,22264,19.52
2024-08-30 09:27:40,False,22264,19.52
2024-08-30 09:27:41,False,22264,19.52
2024-08-30 09:27:42,False,22264,19.52
2024-08-30 09:27:44,False,22264,19.52
2024-08-30 09:27:45,False,22264,19.52
2024-08-30 09:27:46,False,22264,19.52
2024-08-30 09:27:47,False,22264,19.52
2024-08-30 09:27:48,False,22264,19.52
2024-08-30 09:27:49,False,22264,19.52
2024-08-30 09:27:51,False,22264,19.52
2024-08-30 09:27:52,False,22264,19.52
2024-08-30 09:27:53,False,22264,19.52
2024-08-30 09:27:54,True,22264,19.52
2024-08-30 09:27:55,True,22264,19.52
2024-08-30 09:27:56,True,22264,19.52
2024-08-30 09:27:57,True,22264,19.52
2024-08-30 09:27:59,True,22264,19.52
2024-08-30 09:28:00,True,22264,19.52
2024-08-30 09:28:01,True,22264,19.52
2024-08-30 09:28:02,True,22264,19.52
2024-08-30 09:28:03,True,22264,19.52
2024-08-30 09:28:04,True,22264,19.52
2024-08-30 09:28:05,True,22264,19.52
2024-08-30 09:28:06,True,22264,19.52
2024-08-30 09:28:08,True,22264,19.52
2024-08-30 09:28:09,True,22264,19.52
2024-08-30 09:28:10,True,22264,19.52
2024-08-30 09:28:11,True,22264,19.52
2024-08-30 09:28:12,True,22264,19.52
2024-08-30 09:28:13,True,22264,19.52
2024-08-30 09:28:15,True,22264,19.52
2024-08-30 09:28:16,True,22264,19.52
2024-08-30 09:28:17,True,22264,19.52
