timestamp,CO2,Humidity,Noise,Pressure,AbsolutePressure,health_idx,min_temp,max_temp,date_max_temp,date_min_temp
2024-08-12 16:59:05,768,52,51,1037.5,1032.4,0,19.5,20.5,1723445662,1723436068
2024-08-12 16:59:06,768,52,51,1037.5,1032.4,0,19.5,20.5,1723445662,1723436068
2024-08-12 16:59:07,768,52,51,1037.5,1032.4,0,19.5,20.5,1723445662,1723436068
2024-08-12 16:59:08,768,52,51,1037.5,1032.4,0,19.5,20.5,1723445662,1723436068
2024-08-12 16:59:09,768,52,51,1037.5,1032.4,0,19.5,20.5,1723445662,1723436068
2024-08-12 16:59:10,768,52,51,1037.5,1032.4,0,19.5,20.5,1723445662,1723436068
2024-08-12 16:59:11,768,52,51,1037.5,1032.4,0,19.5,20.5,1723445662,1723436068
2024-08-12 16:59:12,768,52,51,1037.5,1032.4,0,19.5,20.5,1723445662,1723436068
2024-08-12 16:59:13,768,52,51,1037.5,1032.4,0,19.5,20.5,1723445662,1723436068
2024-08-12 16:59:14,768,52,51,1037.5,1032.4,0,19.5,20.5,1723445662,1723436068
