timestamp,motion_value,light,temp
2024-09-10 13:54:38,False,22587,18.24
2024-09-10 13:54:39,False,22587,18.24
2024-09-10 13:54:40,False,22587,18.24
2024-09-10 13:54:41,False,22587,18.24
2024-09-10 13:54:43,False,22587,18.24
2024-09-10 13:54:44,False,22587,18.24
2024-09-10 13:54:45,False,22587,18.24
2024-09-10 13:54:46,False,22587,18.24
2024-09-10 13:54:47,False,22587,18.24
2024-09-10 13:54:48,False,22587,18.24
2024-09-10 13:54:50,False,22587,18.24
2024-09-10 13:54:51,False,22587,18.24
2024-09-10 13:54:52,False,22587,18.24
2024-09-10 13:54:53,False,22587,18.24
2024-09-10 13:54:54,False,22587,18.24
2024-09-10 13:54:55,False,22587,18.24
2024-09-10 13:54:56,False,22587,18.24
2024-09-10 13:54:57,False,22587,18.24
2024-09-10 13:54:58,False,22587,18.24
2024-09-10 13:55:00,False,22587,18.24
2024-09-10 13:55:01,False,22587,18.24
2024-09-10 13:55:02,False,22587,18.24
2024-09-10 13:55:03,False,22587,18.24
2024-09-10 13:55:04,False,22587,18.24
2024-09-10 13:55:05,False,22587,18.24
2024-09-10 13:55:06,False,22587,18.24
2024-09-10 13:55:08,False,22587,18.24
2024-09-10 13:55:09,True,22587,18.24
2024-09-10 13:55:10,True,22587,18.24
2024-09-10 13:55:11,True,22587,18.24
2024-09-10 13:55:12,True,22587,18.24
2024-09-10 13:55:14,True,22587,18.24
2024-09-10 13:55:15,True,22587,18.24
2024-09-10 13:55:16,True,22587,18.24
2024-09-10 13:55:17,True,22587,18.24
2024-09-10 13:55:18,True,22587,18.24
2024-09-10 13:55:19,True,22587,18.24
2024-09-10 13:55:21,True,22587,18.24
2024-09-10 13:55:22,True,22587,18.24
2024-09-10 13:55:23,True,22587,18.24
2024-09-10 13:55:24,True,22587,18.24
2024-09-10 13:55:25,True,22587,18.24
2024-09-10 13:55:26,True,22587,18.24
2024-09-10 13:55:27,True,22587,18.24
2024-09-10 13:55:28,True,22587,18.24
2024-09-10 13:55:30,True,22587,18.24
