Temperature,CO2,Humidity,Noise,Pressure,AbsolutePressure,health_idx,timestamp
21.7,701,36,55,1018.9,1013.9,0,2024-09-02 04:13:23
21.8,727,36,56,1018.9,1013.9,0,2024-09-02 04:23:29
