Temperature,CO2,Humidity,Noise,Pressure,AbsolutePressure,health_idx,timestamp
20.6,572,48,53,1024,1019,0,2024-08-22 03:12:00
20.4,581,48,53,1024,1019,0,2024-08-22 03:22:04
