Temperature,CO2,Humidity,Noise,Pressure,AbsolutePressure,health_idx,min_temp,max_temp,date_max_temp,date_min_temp,timestamp
21.3,639,35,55,1022.9,1017.9,0,2024-09-02 07:04:54
