Temperature,CO2,Humidity,Noise,Pressure,AbsolutePressure,health_idx,min_temp,max_temp,date_max_temp,date_min_temp,timestamp
20.1,888,41,54,1019.8,1014.8,0,2024-08-29 01:50:41
