timestamp,motion_value,light,temp
2024-08-29 13:19:25,True,22346,18.1
2024-08-29 13:19:26,True,22346,18.1
2024-08-29 13:19:27,True,22346,18.1
2024-08-29 13:19:28,True,22346,18.1
2024-08-29 13:19:29,True,22346,18.1
2024-08-29 13:19:31,True,22346,18.1
2024-08-29 13:19:32,True,22346,18.1
2024-08-29 13:19:33,True,22346,18.1
2024-08-29 13:19:34,True,22346,18.1
2024-08-29 13:19:35,False,22256,18.1
2024-08-29 13:19:37,False,22256,18.1
2024-08-29 13:19:38,False,22262,18.1
2024-08-29 13:19:39,False,22262,18.1
2024-08-29 13:19:40,False,22262,18.1
2024-08-29 13:19:41,False,22262,18.1
2024-08-29 13:19:42,False,22262,18.1
2024-08-29 13:19:44,False,22262,18.1
2024-08-29 13:19:45,False,22262,18.1
2024-08-29 13:19:46,False,22262,18.1
2024-08-29 13:19:47,False,22262,18.1
2024-08-29 13:19:48,False,22262,18.1
2024-08-29 13:19:49,False,22262,18.1
2024-08-29 13:19:50,False,22262,18.1
2024-08-29 13:19:51,False,22262,18.1
2024-08-29 13:19:53,False,22262,18.1
2024-08-29 13:19:54,False,22262,18.1
2024-08-29 13:19:55,True,22262,18.1
2024-08-29 13:19:56,True,22262,18.1
2024-08-29 13:19:57,True,22262,18.1
2024-08-29 13:19:59,True,22262,18.1
2024-08-29 13:20:00,True,22262,18.1
2024-08-29 13:20:01,True,22262,18.1
2024-08-29 13:20:02,True,22262,18.1
2024-08-29 13:20:03,True,22262,18.1
2024-08-29 13:20:04,True,22262,18.1
2024-08-29 13:20:05,True,22262,18.1
2024-08-29 13:20:07,True,22262,18.1
2024-08-29 13:20:08,True,22262,18.1
2024-08-29 13:20:09,False,22262,18.1
2024-08-29 13:20:10,False,22262,18.1
2024-08-29 13:20:11,True,22262,18.1
2024-08-29 13:20:12,True,22262,18.1
2024-08-29 13:20:13,True,22262,18.1
2024-08-29 13:20:14,True,22262,18.1
2024-08-29 13:20:16,True,22262,18.1
2024-08-29 13:20:17,True,22262,18.1
