Temperature,CO2,Humidity,Noise,Pressure,AbsolutePressure,health_idx,timestamp
20,567,50,52,1031,1025.9,0,2024-09-11 00:06:04
20,614,51,53,1030.8,1025.7,0,2024-09-11 00:16:08
