Temperature,CO2,Humidity,Noise,Pressure,AbsolutePressure,health_idx,timestamp
19.2,645,51,54,1030.5,1025.4,0,2024-08-19 05:45:04
19.1,665,50,51,1030.5,1025.4,0,2024-08-19 05:55:10
