Temperature,CO2,Humidity,Noise,Pressure,AbsolutePressure,health_idx,min_temp,max_temp,date_max_temp,date_min_temp,timestamp
21.1,433,38,53,1010.8,1005.8,0,2024-08-29 23:12:04
21,476,38,56,1010.5,1005.5,0,2024-08-29 23:22:10
