Temperature,CO2,Humidity,Noise,Pressure,AbsolutePressure,health_idx,timestamp
20.1,434,40,52,1021.3,1016.3,0,2024-08-28 22:49:04
20.4,442,40,55,1021.4,1016.4,0,2024-08-28 22:59:09
