timestamp,motion_value,light,temp
2024-09-02 10:46:40,False,22616,18.95
2024-09-02 10:46:41,True,22616,18.95
2024-09-02 10:46:42,True,22616,18.95
2024-09-02 10:46:43,True,22616,18.95
2024-09-02 10:46:45,True,22616,18.95
2024-09-02 10:46:46,True,22616,18.95
2024-09-02 10:46:47,True,22616,18.95
2024-09-02 10:46:48,True,22616,18.95
2024-09-02 10:46:49,True,22616,18.95
2024-09-02 10:46:50,True,22616,18.95
2024-09-02 10:46:51,True,22616,18.95
2024-09-02 10:46:53,True,22616,18.95
2024-09-02 10:46:54,True,22616,18.95
2024-09-02 10:46:55,True,22616,18.95
2024-09-02 10:46:56,True,22616,18.95
2024-09-02 10:46:57,True,22616,18.95
2024-09-02 10:46:58,True,22616,18.95
2024-09-02 10:46:59,True,22616,18.95
2024-09-02 10:47:00,True,22616,18.95
2024-09-02 10:47:01,True,22616,18.95
2024-09-02 10:47:02,True,22616,18.95
2024-09-02 10:47:04,True,22616,18.95
2024-09-02 10:47:05,True,22616,18.95
2024-09-02 10:47:06,True,22616,18.95
2024-09-02 10:47:07,True,22616,18.95
2024-09-02 10:47:08,True,22616,18.95
2024-09-02 10:47:09,True,22616,18.95
2024-09-02 10:47:10,True,22616,18.95
2024-09-02 10:47:12,True,22616,18.95
2024-09-02 10:47:13,True,22616,18.95
2024-09-02 10:47:14,True,22616,18.95
2024-09-02 10:47:15,True,22616,18.95
2024-09-02 10:47:16,True,22616,18.95
2024-09-02 10:47:17,True,22616,18.95
2024-09-02 10:47:19,True,22616,18.95
2024-09-02 10:47:20,True,22616,18.95
2024-09-02 10:47:21,True,22616,18.95
2024-09-02 10:47:22,True,22616,18.95
