timestamp,motion_value,light,temp
2024-09-05 15:29:45,False,22404,19.52
2024-09-05 15:29:46,False,22404,19.52
2024-09-05 15:29:47,False,22404,19.52
2024-09-05 15:29:48,False,22404,19.52
2024-09-05 15:29:49,False,22404,19.52
2024-09-05 15:29:51,False,22404,19.52
2024-09-05 15:29:52,False,22404,19.52
2024-09-05 15:29:53,False,22404,19.52
2024-09-05 15:29:54,True,22404,19.52
2024-09-05 15:29:55,True,22404,19.52
2024-09-05 15:29:56,True,22404,19.52
2024-09-05 15:29:58,True,22404,19.52
2024-09-05 15:29:59,True,22404,19.52
2024-09-05 15:30:00,True,22404,19.52
2024-09-05 15:30:01,True,22404,19.52
2024-09-05 15:30:02,True,22404,19.52
2024-09-05 15:30:03,True,22404,19.52
2024-09-05 15:30:04,True,22404,19.52
2024-09-05 15:30:06,True,22404,19.52
