Temperature,CO2,Humidity,Noise,Pressure,AbsolutePressure,health_idx,min_temp,max_temp,date_max_temp,date_min_temp,timestamp
21.8,564,39,56,1008.6,1003.6,0,2024-08-30 01:23:13
