Temperature,CO2,Humidity,Noise,Pressure,AbsolutePressure,health_idx,timestamp
20.2,588,50,52,1031.5,1026.4,0,2024-09-10 23:25:43
20.2,601,50,52,1031.2,1026.1,0,2024-09-10 23:35:48
