Temperature,CO2,Humidity,Noise,Pressure,AbsolutePressure,health_idx,min_temp,max_temp,date_max_temp,date_min_temp,timestamp
21.2,655,45,54,1021.3,1016.3,0,2024-08-27 08:28:35
21,675,45,52,1021.2,1016.2,0,2024-08-27 08:38:40
