timestamp,CO2,Humidity,Noise,Pressure,AbsolutePressure,health_idx,min_temp,max_temp,date_max_temp,date_min_temp
2024-08-12 17:22:17,936,52,45,1037.8,1032.7,0,19.5,20.8,1723446571,1723436068
2024-08-12 17:22:18,936,52,45,1037.8,1032.7,0,19.5,20.8,1723446571,1723436068
2024-08-12 17:22:19,936,52,45,1037.8,1032.7,0,19.5,20.8,1723446571,1723436068
2024-08-12 17:22:20,936,52,45,1037.8,1032.7,0,19.5,20.8,1723446571,1723436068
2024-08-12 17:22:21,936,52,45,1037.8,1032.7,0,19.5,20.8,1723446571,1723436068
2024-08-12 17:22:22,936,52,45,1037.8,1032.7,0,19.5,20.8,1723446571,1723436068
2024-08-12 17:22:23,936,52,45,1037.8,1032.7,0,19.5,20.8,1723446571,1723436068
2024-08-12 17:22:24,936,52,45,1037.8,1032.7,0,19.5,20.8,1723446571,1723436068
2024-08-12 17:22:25,936,52,45,1037.8,1032.7,0,19.5,20.8,1723446571,1723436068
2024-08-12 17:22:26,936,52,45,1037.8,1032.7,0,19.5,20.8,1723446571,1723436068
2024-08-12 17:22:27,936,52,45,1037.8,1032.7,0,19.5,20.8,1723446571,1723436068
2024-08-12 17:22:28,936,52,45,1037.8,1032.7,0,19.5,20.8,1723446571,1723436068
2024-08-12 17:22:29,936,52,45,1037.8,1032.7,0,19.5,20.8,1723446571,1723436068
2024-08-12 17:22:30,936,52,45,1037.8,1032.7,0,19.5,20.8,1723446571,1723436068
2024-08-12 17:22:31,936,52,45,1037.8,1032.7,0,19.5,20.8,1723446571,1723436068
2024-08-12 17:22:32,936,52,45,1037.8,1032.7,0,19.5,20.8,1723446571,1723436068
2024-08-12 17:22:33,936,52,45,1037.8,1032.7,0,19.5,20.8,1723446571,1723436068
2024-08-12 17:22:34,936,52,45,1037.8,1032.7,0,19.5,20.8,1723446571,1723436068
2024-08-12 17:22:35,936,52,45,1037.8,1032.7,0,19.5,20.8,1723446571,1723436068
2024-08-12 17:22:36,936,52,45,1037.8,1032.7,0,19.5,20.8,1723446571,1723436068
