timestamp,motion_value,light,temp
2024-09-02 16:22:56,False,22627,20.22
2024-09-02 16:22:57,False,22627,20.22
2024-09-02 16:22:59,False,22627,20.22
2024-09-02 16:23:00,False,22627,20.22
2024-09-02 16:23:01,False,22627,20.22
2024-09-02 16:23:02,True,22627,20.22
2024-09-02 16:23:03,True,22627,20.22
2024-09-02 16:23:04,True,22627,20.22
2024-09-02 16:23:05,True,22627,20.22
2024-09-02 16:23:07,True,22627,20.22
2024-09-02 16:23:08,True,22627,20.22
2024-09-02 16:23:09,True,22627,20.22
2024-09-02 16:23:10,True,22627,20.22
2024-09-02 16:23:11,True,22627,20.22
2024-09-02 16:23:12,True,22627,20.22
2024-09-02 16:23:14,True,22627,20.22
2024-09-02 16:23:15,True,22627,20.22
2024-09-02 16:23:16,True,22627,20.22
2024-09-02 16:23:17,True,22627,20.22
2024-09-02 16:23:18,True,22627,20.22
2024-09-02 16:23:19,True,22627,20.22
2024-09-02 16:23:20,True,22627,20.22
2024-09-02 16:23:22,True,22627,20.22
2024-09-02 16:23:23,True,22627,20.22
2024-09-02 16:23:24,True,22627,20.22
2024-09-02 16:23:25,True,22627,20.22
2024-09-02 16:23:26,True,22627,20.22
2024-09-02 16:23:27,True,22627,20.22
2024-09-02 16:23:29,True,22627,20.22
2024-09-02 16:23:30,True,22627,20.22
2024-09-02 16:23:31,True,22627,20.22
2024-09-02 16:23:32,True,22627,20.22
2024-09-02 16:23:33,True,22627,20.22
